source_doc_id,source_url,source_path,一级分类,二级分类,三级分类,接口中文名称,接口英文名 / API 名称,接口描述,权限要求原文,最低积分要求,当前5000积分是否可用,每分钟调用限制,每日调用限制,单次最大返回条数,输入参数,输出参数,是否属于基础数据,是否属于行情数据,是否属于财务数据,是否属于新闻/资讯/舆情数据,是否属于资金流/资金面数据,是否属于股东/解禁/龙虎榜/公告等事件数据,是否适合作为TradingAgents-astock数据源替换候选,可替换当前TradingAgents哪类函数或数据主题,备注
173,https://tushare.pro/document/2?doc_id=173,宏观经济 > 温州民间借贷利率,宏观经济,,,温州民间借贷利率,wz_index,温州民间借贷利率，即温州指数,限量：不限量，一次可取全部指标全部历史数据；积分：用户需要积攒2000积分可调取，具体请参阅 积分获取办法,2000,5000积分可用,,,,"date(类型:str,必选:N):日期 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",date(类型:str):日期 | comp_rate(类型:float):温州民间融资综合利率指数 (%，下同) | center_rate(类型:float):民间借贷服务中心利率 | micro_rate(类型:float):小额贷款公司放款利率 | cm_rate(类型:float):民间资本管理公司融资价格 | sdb_rate(类型:float):社会直接借贷利率 | om_rate(类型:float):其他市场主体利率 | aa_rate(类型:float):农村互助会互助金费率 | m1_rate(类型:float):温州地区民间借贷分期限利率（一月期） | m3_rate(类型:float):温州地区民间借贷分期限利率（三月期） | m6_rate(类型:float):温州地区民间借贷分期限利率（六月期） | m12_rate(类型:float):温州地区民间借贷分期限利率（一年期） | long_rate(类型:float):温州地区民间借贷分期限利率（长期）,否,否,否,否,否,否,否,,分类由标题/API名推断
174,https://tushare.pro/document/2?doc_id=174,宏观经济 > 广州民间借贷利率,宏观经济,,,广州民间借贷利率,gz_index,广州民间借贷利率,限量：不限量，一次可取全部指标全部历史数据；积分：用户需要积攒2000积分可调取，具体请参阅 积分获取办法,2000,5000积分可用,,,,"date(类型:str,必选:N):日期 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",date(类型:str):日期 | d10_rate(类型:float):小额贷市场平均利率（十天） （单位：%，下同） | m1_rate(类型:float):小额贷市场平均利率（一月期） | m3_rate(类型:float):小额贷市场平均利率（三月期） | m6_rate(类型:float):小额贷市场平均利率（六月期） | m12_rate(类型:float):小额贷市场平均利率（一年期） | long_rate(类型:float):小额贷市场平均利率（长期）,否,否,否,否,否,否,否,,分类由标题/API名推断
201,https://tushare.pro/document/2?doc_id=201,宏观经济 > 国债收益率曲线,宏观经济,,,国债收益率曲线,yc_cb,获取中债收益率曲线，目前可获取中债国债收益率曲线即期和到期收益率曲线数据,限量：单次最大2000，总量不限制，可循环提取；权限：属于单独的权限接口，请在群里联系群主或管理员,,需确认,,,,"ts_code(类型:str,必选:N):收益率曲线编码：1001.CB-国债收益率曲线 | curve_type(类型:str,必选:N):曲线类型：0-到期，1-即期 | trade_date(类型:str,必选:N):交易日期 | start_date(类型:str,必选:N):查询起始日期 | end_date(类型:str,必选:N):查询结束日期 | curve_term(类型:float,必选:N):期限",trade_date(类型:str):交易日期 | ts_code(类型:str):曲线编码 | curve_name(类型:str):曲线名称 | curve_type(类型:str):曲线类型：0-到期，1-即期 | curve_term(类型:float):期限(年) | yield(类型:float):收益率(%),否,否,否,否,否,否,否,,分类由标题/API名推断；权限命中单独/申请/开通等关键词，未强判为可用
233,https://tushare.pro/document/2?doc_id=233,宏观经济 > 财经日历,宏观经济,,,财经日历,eco_cal,获取全球财经日历、包括经济事件数据更新,限量：单次最大获取100行数据；积分：2000积分可调取,2000,5000积分可用,,,100,"date(类型:str,必选:N):日期（YYYYMMDD格式） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | currency(类型:str,必选:N):货币代码 | country(类型:str,必选:N):国家（比如：中国、美国） | event(类型:str,必选:N):事件 （支持模糊匹配： *非农*）",date(类型:str):日期 | time(类型:str):时间 | currency(类型:str):货币代码 | country(类型:str):国家 | event(类型:str):经济事件 | value(类型:str):今值 | pre_value(类型:str):前值 | fore_value(类型:str):预测值,否,否,否,否,否,否,否,,分类由标题/API名推断
242,https://tushare.pro/document/2?doc_id=242,宏观经济 > 货币供应量,宏观经济,,,货币供应量,cn_m,获取货币供应量之月度数据,限量：单次最大5000，一次可以提取全部数据；权限：用户积累600积分可以使用，具体请参阅 积分获取办法,600,5000积分可用,,,,"m(类型:str,必选:N):月度（202001表示，2020年1月） | start_m(类型:str,必选:N):开始月度 | end_m(类型:str,必选:N):结束月度 | fields(类型:str,必选:N):指定输出字段（e.g. fields='month,m0,m1,m2'）",month(类型:str):月份YYYYMM | m0(类型:float):M0（亿元） | m0_yoy(类型:float):M0同比（%） | m0_mom(类型:float):M0环比（%） | m1(类型:float):M1（亿元） | m1_yoy(类型:float):M1同比（%） | m1_mom(类型:float):M1环比（%） | m2(类型:float):M2（亿元） | m2_yoy(类型:float):M2同比（%） | m2_mom(类型:float):M2环比（%）,否,否,否,否,否,否,否,,分类由标题/API名推断
310,https://tushare.pro/document/2?doc_id=310,宏观经济 > 社融数据（月度）,宏观经济,,,社融数据（月度）,sf_month,获取月度社会融资数据,限量：单次最大2000条数据，可循环提取；积分：需2000积分,2000,5000积分可用,,,2000,"m(类型:str,必选:N):月份（YYYYMM，下同），支持多个月份同时输入，逗号分隔 | start_m(类型:str,必选:N):开始月份 | end_m(类型:str,必选:N):结束月份",month(类型:str):月度 | inc_month(类型:float):社融增量当月值（亿元） | inc_cumval(类型:float):社融增量累计值（亿元） | stk_endval(类型:float):社融存量期末值（万亿元）,否,否,否,否,是,否,否,,分类由标题/API名推断
461,https://tushare.pro/document/2?doc_id=461,宏观经济 > 中国经济数据发布日程,宏观经济,,,中国经济数据发布日程,cn_schedule,获取国家统计局、中国人民银行等经济数据发布日程及对应tushare接口，持续更新中,限量：单次最大3000条，可根据代码或日期循环提取；积分：需要2000积分可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,3000,"m(类型:str,必选:N):月份（YYYYMM） | title(类型:str,必选:N):发布数据",month(类型:str):月份YYYYMM | publish_date(类型:str):发布日期 | title(类型:str):发布数据 | issuing_org(类型:str):发布单位 | data_api(类型:str):tushare对应接口,否,否,否,否,否,否,否,,分类由标题/API名推断
228,https://tushare.pro/document/2?doc_id=228,宏观经济 > 价格指数 > 居民消费价格指数,宏观经济,价格指数,,居民消费价格指数,cn_cpi,获取CPI居民消费价格数据，包括全国、城市和农村的数据,限量：单次最大5000行，一次可以提取全部数据；权限：用户积累600积分可以使用，具体请参阅 积分获取办法,600,5000积分可用,,,5000,"m(类型:str,必选:N):月份（YYYYMM，下同），支持多个月份同时输入，逗号分隔 | start_m(类型:str,必选:N):开始月份 | end_m(类型:str,必选:N):结束月份",month(类型:str):月份YYYYMM | nt_val(类型:float):全国当月值 | nt_yoy(类型:float):全国同比（%） | nt_mom(类型:float):全国环比（%） | nt_accu(类型:float):全国累计值 | town_val(类型:float):城市当月值 | town_yoy(类型:float):城市同比（%） | town_mom(类型:float):城市环比（%） | town_accu(类型:float):城市累计值 | cnt_val(类型:float):农村当月值 | cnt_yoy(类型:float):农村同比（%） | cnt_mom(类型:float):农村环比（%） | cnt_accu(类型:float):农村累计值,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
245,https://tushare.pro/document/2?doc_id=245,宏观经济 > 价格指数 > 工业生产者出厂价格指数,宏观经济,价格指数,,工业生产者出厂价格指数,cn_ppi,获取PPI工业生产者出厂价格指数数据,限量：单次最大5000，一次可以提取全部数据；权限：用户600积分可以使用，具体请参阅 积分获取办法,600,5000积分可用,,,,"m(类型:str,必选:N):月份（YYYYMM，下同），支持多个月份同时输入，逗号分隔 | start_m(类型:str,必选:N):开始月份 | end_m(类型:str,必选:N):结束月份",month(类型:str):月份YYYYMM | ppi_yoy(类型:float):PPI：全部工业品：当月同比 | ppi_mp_yoy(类型:float):PPI：生产资料：当月同比 | ppi_mp_qm_yoy(类型:float):PPI：生产资料：采掘业：当月同比 | ppi_mp_rm_yoy(类型:float):PPI：生产资料：原料业：当月同比 | ppi_mp_p_yoy(类型:float):PPI：生产资料：加工业：当月同比 | ppi_cg_yoy(类型:float):PPI：生活资料：当月同比 | ppi_cg_f_yoy(类型:float):PPI：生活资料：食品类：当月同比 | ppi_cg_c_yoy(类型:float):PPI：生活资料：衣着类：当月同比 | ppi_cg_adu_yoy(类型:float):PPI：生活资料：一般日用品类：当月同比 | ppi_cg_dcg_yoy(类型:float):PPI：生活资料：耐用消费品类：当月同比 | ppi_mom(类型:float):PPI：全部工业品：环比 | ppi_mp_mom(类型:float):PPI：生产资料：环比 | ppi_mp_qm_mom(类型:float):PPI：生产资料：采掘业：环比 | ppi_mp_rm_mom(类型:float):PPI：生产资料：原料业：环比 | ppi_mp_p_mom(类型:float):PPI：生产资料：加工业：环比 | ppi_cg_mom(类型:float):PPI：生活资料：环比 | ppi_cg_f_mom(类型:float):PPI：生活资料：食品类：环比 | ppi_cg_c_mom(类型:float):PPI：生活资料：衣着类：环比 | ppi_cg_adu_mom(类型:float):PPI：生活资料：一般日用品类：环比 | ppi_cg_dcg_mom(类型:float):PPI：生活资料：耐用消费品类：环比 | ppi_accu(类型:float):PPI：全部工业品：累计同比 | ppi_mp_accu(类型:float):PPI：生产资料：累计同比 | ppi_mp_qm_accu(类型:float):PPI：生产资料：采掘业：累计同比 | ppi_mp_rm_accu(类型:float):PPI：生产资料：原料业：累计同比 | ppi_mp_p_accu(类型:float):PPI：生产资料：加工业：累计同比 | ppi_cg_accu(类型:float):PPI：生活资料：累计同比 | ppi_cg_f_accu(类型:float):PPI：生活资料：食品类：累计同比 | ppi_cg_c_accu(类型:float):PPI：生活资料：衣着类：累计同比 | ppi_cg_adu_accu(类型:float):PPI：生活资料：一般日用品类：累计同比 | ppi_cg_dcg_accu(类型:float):PPI：生活资料：耐用消费品类：累计同比,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
149,https://tushare.pro/document/2?doc_id=149,宏观经济 > 利率数据 > Shibor利率数据,宏观经济,利率数据,,Shibor利率数据,shibor,shibor利率,限量：单次最大2000，总量不限制，可通过设置开始和结束日期分段获取；积分：用户积累120积分可以调取，具体请参阅 积分获取办法,120,5000积分可用,,,,"date(类型:str,必选:N):日期 (日期输入格式：YYYYMMDD，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",date(类型:str):日期 | on(类型:float):隔夜 | 1w(类型:float):1周 | 2w(类型:float):2周 | 1m(类型:float):1个月 | 3m(类型:float):3个月 | 6m(类型:float):6个月 | 9m(类型:float):9个月 | 1y(类型:float):1年,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
150,https://tushare.pro/document/2?doc_id=150,宏观经济 > 利率数据 > Shibor报价数据,宏观经济,利率数据,,Shibor报价数据,shibor_quote,Shibor报价数据,限量：单次最大4000行数据，总量不限制，可通过设置开始和结束日期分段获取；积分：用户积累120积分可以调取，具体请参阅 积分获取办法,120,5000积分可用,,,4000,"date(类型:str,必选:N):日期 (日期输入格式：YYYYMMDD，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | bank(类型:str,必选:N):银行名称 （中文名称，例如 农业银行）",date(类型:str):日期 | bank(类型:str):报价银行 | on_b(类型:float):隔夜_Bid | on_a(类型:float):隔夜_Ask | 1w_b(类型:float):1周_Bid | 1w_a(类型:float):1周_Ask | 2w_b(类型:float):2周_Bid | 2w_a(类型:float):2周_Ask | 1m_b(类型:float):1月_Bid | 1m_a(类型:float):1月_Ask | 3m_b(类型:float):3月_Bid | 3m_a(类型:float):3月_Ask | 6m_b(类型:float):6月_Bid | 6m_a(类型:float):6月_Ask | 9m_b(类型:float):9月_Bid | 9m_a(类型:float):9月_Ask | 1y_b(类型:float):1年_Bid | 1y_a(类型:float):1年_Ask,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
151,https://tushare.pro/document/2?doc_id=151,宏观经济 > 利率数据 > LPR贷款基础利率,宏观经济,利率数据,,LPR贷款基础利率,shibor_lpr,LPR贷款基础利率,限量：单次最大4000(相当于单次可提取18年历史)，总量不限制，可通过设置开始和结束日期分段获取；积分：用户积累120积分可以调取，具体请参阅 积分获取办法,120,5000积分可用,,,,"date(类型:str,必选:N):日期 (日期输入格式：YYYYMMDD，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",date(类型:str):日期 | 1y(类型:float):1年贷款利率 | 5y(类型:float):5年贷款利率,是,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
152,https://tushare.pro/document/2?doc_id=152,宏观经济 > 利率数据 > Libor拆借利率,宏观经济,利率数据,,Libor拆借利率,libor,Libor拆借利率,限量：单次最大4000行数据，总量不限制，可通过设置开始和结束日期分段获取；积分：用户积累120积分可以调取，具体请参阅 积分获取办法,120,5000积分可用,,,4000,"date(类型:str,必选:N):日期 (日期输入格式：YYYYMMDD，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | curr_type(类型:str,必选:N):货币代码 (USD美元 EUR欧元 JPY日元 GBP英镑 CHF瑞郎，默认是USD)",date(类型:str):日期 | curr_type(类型:str):货币 | on(类型:float):隔夜 | 1w(类型:float):1周 | 1m(类型:float):1个月 | 2m(类型:float):2个月 | 3m(类型:float):3个月 | 6m(类型:float):6个月 | 12m(类型:float):12个月,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
153,https://tushare.pro/document/2?doc_id=153,宏观经济 > 利率数据 > Hibor利率,宏观经济,利率数据,,Hibor利率,hibor,Hibor利率,限量：单次最大4000行数据，总量不限制，可通过设置开始和结束日期分段获取；积分：用户积累120积分可以调取，具体请参阅 积分获取办法,120,5000积分可用,,,4000,"date(类型:str,必选:N):日期 (日期输入格式：YYYYMMDD，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",date(类型:str):日期 | on(类型:float):隔夜 | 1w(类型:float):1周 | 2w(类型:float):2周 | 1m(类型:float):1个月 | 2m(类型:float):2个月 | 3m(类型:float):3个月 | 6m(类型:float):6个月 | 12m(类型:float):12个月,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
227,https://tushare.pro/document/2?doc_id=227,宏观经济 > 国民经济核算 > GDP数据,宏观经济,国民经济核算,,GDP数据,cn_gdp,获取国民经济之GDP数据,限量：单次最大10000，一次可以提取全部数据；权限：用户积累600积分可以使用，具体请参阅 积分获取办法,600,5000积分可用,,,,"q(类型:str,必选:N):季度（2019Q1表示，2019年第一季度） | start_q(类型:str,必选:N):开始季度 | end_q(类型:str,必选:N):结束季度 | fields(类型:str,必选:N):指定输出字段（e.g. fields='quarter,gdp,gdp_yoy'）",quarter(类型:str):季度 | gdp(类型:float):GDP累计值（亿元） | gdp_yoy(类型:float):当季同比增速（%） | pi(类型:float):第一产业累计值（亿元） | pi_yoy(类型:float):第一产业同比增速（%） | si(类型:float):第二产业累计值（亿元） | si_yoy(类型:float):第二产业同比增速（%） | ti(类型:float):第三产业累计值（亿元） | ti_yoy(类型:float):第三产业同比增速（%）,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
94,https://tushare.pro/document/2?doc_id=94,指数专题 > 指数基本信息,指数专题,,,指数基本信息,index_basic,获取指数基础信息。,,,权限未标明,,,,"ts_code(类型:str,必选:N):TS指数代码 | symbol(类型:str,必选:N):指数代码，支持多值输入，如000300,000001 | name(类型:str,必选:N):指数简称 | market(类型:str,必选:N):交易所或服务商(默认SSE，详见下方说明) | publisher(类型:str,必选:N):发布商 | category(类型:str,必选:N):指数类别",ts_code(类型:str):TS代码 | name(类型:str):简称 | fullname(类型:str):指数全称 | market(类型:str):市场 | publisher(类型:str):发布方 | index_type(类型:str):指数风格 | category(类型:str):指数类别 | base_date(类型:str):基期 | base_point(类型:float):基点 | list_date(类型:str):发布日期 | weight_rule(类型:str):加权方式 | desc(类型:str):描述 | exp_date(类型:str):终止日期,是,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射；页面未提取到权限/积分/限量文字
95,https://tushare.pro/document/2?doc_id=95,指数专题 > 指数日线行情,指数专题,,,指数日线行情,index_daily,获取指数每日行情，还可以通过bar接口获取。由于服务器压力，目前规则是单次调取最多取8000行记录，可以设置start和end日期补全。指数行情也可以通过 通用行情接口 获取数据。本接口不包含 申万行业指数行情数据 。,描述：获取指数每日行情，还可以通过bar接口获取。由于服务器压力，目前规则是单次调取最多取8000行记录，可以设置start和end日期补全。指数行情也可以通过 通用行情接口 获取数据。本接口不包含 申万行业指数行情数据 。；权限：用户累积2000积分可调取，5000积分以上频次相对较高，具体请参阅 积分获取办法,2000,5000积分可用,,,,"ts_code(类型:str,必选:Y):指数代码，来源 指数基础信息接口 | trade_date(类型:str,必选:N):交易日期 （日期格式：YYYYMMDD，下同） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):TS指数代码 | trade_date(类型:str):交易日 | close(类型:float):收盘点位 | open(类型:float):开盘点位 | high(类型:float):最高点位 | low(类型:float):最低点位 | pre_close(类型:float):昨日收盘点 | change(类型:float):涨跌点 | pct_chg(类型:float):涨跌幅（%） | vol(类型:float):成交量（手） | amount(类型:float):成交额（千元）,否,是,否,否,否,否,否,,分类来自总览页链接或显式目录映射
96,https://tushare.pro/document/2?doc_id=96,指数专题 > 指数成分和权重,指数专题,,,指数成分和权重,index_weight,获取各类指数成分和权重， 月度数据 ，建议输入参数里开始日期和结束日分别输入当月第一天和最后一天的日期。,积分：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,,"index_code(类型:str,必选:Y):指数代码，来源 指数基础信息接口 | trade_date(类型:str,必选:N):交易日期（格式YYYYMMDD，下同） | start_date(类型:str,必选:N):开始日期 | end_date(类型:None,必选:N):结束日期",index_code(类型:str):指数代码 | con_code(类型:str):成分代码 | trade_date(类型:str):交易日期 | weight(类型:float):权重,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
128,https://tushare.pro/document/2?doc_id=128,指数专题 > 大盘指数每日指标,指数专题,,,大盘指数每日指标,index_dailybasic,目前只提供上证综指，深证成指，上证50，中证500，中小板指，创业板指的每日指标数据,数据权限：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,,"trade_date(类型:str,必选:N):交易日期 （格式：YYYYMMDD，比如20181018，下同） | ts_code(类型:str,必选:N):TS代码 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):TS代码 | trade_date(类型:str):交易日期 | total_mv(类型:float):当日总市值（元） | float_mv(类型:float):当日流通市值（元） | total_share(类型:float):当日总股本（股） | float_share(类型:float):当日流通股本（股） | free_share(类型:float):当日自由流通股本（股） | turnover_rate(类型:float):换手率 | turnover_rate_f(类型:float):换手率(基于自由流通股本) | pe(类型:float):市盈率 | pe_ttm(类型:float):市盈率TTM | pb(类型:float):市净率,否,否,是,否,否,否,否,,分类来自总览页链接或显式目录映射
171,https://tushare.pro/document/2?doc_id=171,指数专题 > 指数周线行情,指数专题,,,指数周线行情,index_weekly,获取指数周线行情,限量：单次最大1000行记录，可分批获取，总量不限制；积分：用户需要至少600积分才可以调取，积分越多频次越高，具体请参阅 积分获取办法,600,5000积分可用,,,1000,"ts_code(类型:str,必选:N):TS代码 | trade_date(类型:str,必选:N):交易日期 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):TS指数代码 | trade_date(类型:str):交易日 | close(类型:float):收盘点位 | open(类型:float):开盘点位 | high(类型:float):最高点位 | low(类型:float):最低点位 | pre_close(类型:float):昨日收盘点 | change(类型:float):涨跌点位 | pct_chg(类型:float):涨跌幅 | vol(类型:float):成交量（手） | amount(类型:float):成交额（千元）,否,是,否,否,否,否,否,,分类来自总览页链接或显式目录映射
172,https://tushare.pro/document/2?doc_id=172,指数专题 > 指数月线行情,指数专题,,,指数月线行情,index_monthly,"获取指数月线行情,每月更新一次","限量：单次最大1000行记录,可多次获取,总量不限制；积分：用户需要至少600积分才可以调取，积分越多频次越高，具体请参阅 积分获取办法",600,5000积分可用,,,1000,"ts_code(类型:str,必选:N):TS代码 | trade_date(类型:str,必选:N):交易日期 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):TS指数代码 | trade_date(类型:str):交易日 | close(类型:float):收盘点位 | open(类型:float):开盘点位 | high(类型:float):最高点位 | low(类型:float):最低点位 | pre_close(类型:float):昨日收盘点 | change(类型:float):涨跌点位 | pct_chg(类型:float):涨跌幅 | vol(类型:float) | amount(类型:float),否,是,否,否,否,否,否,,分类来自总览页链接或显式目录映射
181,https://tushare.pro/document/2?doc_id=181,指数专题 > 申万行业分类,指数专题,,,申万行业分类,index_classify,获取申万行业分类，可以获取申万2014年版本（28个一级分类，104个二级分类，227个三级分类）和2021年本版（31个一级分类，134个二级分类，346个三级分类）列表信息,权限：用户需2000积分可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,,"index_code(类型:str,必选:N):指数代码 | level(类型:str,必选:N):行业分级（L1/L2/L3） | parent_code(类型:str,必选:N):父级代码（一级为0） | src(类型:str,必选:N):指数来源（SW2014：申万2014年版本，SW2021：申万2021年版本）",index_code(类型:str):指数代码 | industry_name(类型:str):行业名称 | parent_code(类型:str):父级代码 | level(类型:str):行业层级 | industry_code(类型:str):行业代码 | is_pub(类型:str):是否发布了指数 | src(类型:str):行业分类（SW申万）,否,否,否,否,否,否,是,a_stock.get_concept_blocks / a_stock.get_industry_comparison；行业分类/概念分类,分类来自总览页链接或显式目录映射
211,https://tushare.pro/document/2?doc_id=211,指数专题 > 国际指数,指数专题,,,国际指数,index_global,获取国际主要指数日线行情,限量：单次最大提取4000行情数据，可循环获取，总量不限制；积分：用户积6000积分可调取，积分越高频次越高，请自行提高积分，具体请参阅 积分获取办法,6000,5000积分不可用,,,4000,"ts_code(类型:str,必选:N):TS指数代码，见下表 | trade_date(类型:str,必选:N):交易日期，YYYYMMDD格式，下同 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):TS指数代码 | trade_date(类型:str):交易日 | open(类型:float):开盘点位 | close(类型:float):收盘点位 | high(类型:float):最高点位 | low(类型:float):最低点位 | pre_close(类型:float):昨日收盘点 | change(类型:float):涨跌点位 | pct_chg(类型:float):涨跌幅 | swing(类型:float):振幅 | vol(类型:float):成交量 （大部分无此项数据） | amount(类型:float):成交额 （大部分无此项数据）,否,是,否,否,否,否,否,,分类来自总览页链接或显式目录映射
259,https://tushare.pro/document/2?doc_id=259,指数专题 > 概念和行业指数,指数专题,,,概念和行业指数,ths_index,获取板块指数，包括概念、行业、特色指数。,权限：本接口需有6000积分，单次最大返回5000行数据，一次可提取全部数据，请勿循环提取。,6000,5000积分不可用,,,5000,"ts_code(类型:str,必选:N):指数代码 | exchange(类型:str,必选:N):市场类型A-a股 HK-港股 US-美股 | type(类型:str,必选:N):指数类型 N-概念指数 I-行业指数 R-地域指数 S-特色指数 ST-风格指数 TH-主题指数 BB-宽基指数",ts_code(类型:str):代码 | name(类型:str):名称 | count(类型:int):成分个数 | exchange(类型:str):交易所 | list_date(类型:str):上市日期 | type(类型:str):N概念指数S特色指数,否,否,否,否,否,否,是,a_stock.get_concept_blocks / a_stock.get_industry_comparison；行业分类/概念分类,分类来自总览页链接或显式目录映射
260,https://tushare.pro/document/2?doc_id=260,指数专题 > 板块指数行情,指数专题,,,板块指数行情,ths_daily,获取板块指数行情,限量：单次最大3000行数据（需6000积分），可根据指数代码、日期参数循环提取,6000,5000积分不可用,,,3000,"ts_code(类型:str,必选:N):板块指数代码 | trade_date(类型:str,必选:N):交易日期（YYYYMMDD格式，下同） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):TS指数代码 | trade_date(类型:str):交易日 | close(类型:float):收盘点位 | open(类型:float):开盘点位 | high(类型:float):最高点位 | low(类型:float):最低点位 | pre_close(类型:float):昨日收盘点 | avg_price(类型:float):平均价 | change(类型:float):涨跌点位 | pct_change(类型:float):涨跌幅 | vol(类型:float):成交量（手） | turnover_rate(类型:float):换手率（%） | total_mv(类型:float):总市值（元） | float_mv(类型:float):流通市值（元）,否,是,否,否,否,否,否,,分类来自总览页链接或显式目录映射
261,https://tushare.pro/document/2?doc_id=261,指数专题 > 概念板块成分,指数专题,,,概念板块成分,ths_member,获取概念板块成分列表,限量：用户积累6000积分可调取，每分钟可调取200次，可按概念板块代码循环提取所有成分,6000,5000积分不可用,,,,"ts_code(类型:str,必选:N):板块指数代码 | con_code(类型:str,必选:N):股票代码",ts_code(类型:str):指数代码 | con_code(类型:str):股票代码 | con_name(类型:str):股票名称 | weight(类型:float):权重(暂无) | in_date(类型:str):纳入日期(暂无) | out_date(类型:str):剔除日期(暂无) | is_new(类型:str):是否最新Y是N否,否,否,否,否,否,否,是,a_stock.get_concept_blocks / a_stock.get_industry_comparison；行业分类/概念分类,分类来自总览页链接或显式目录映射
308,https://tushare.pro/document/2?doc_id=308,指数专题 > 中信行业指数行情,指数专题,,,中信行业指数行情,ci_daily,获取中信行业指数日线行情,限量：单次最大4000条，可循环提取；积分：5000积分可调取，可通过指数代码和日期参数循环获取所有数据,5000,5000积分可用,,,4000,"ts_code(类型:str,必选:N):行业代码 | trade_date(类型:str,必选:N):交易日期（YYYYMMDD格式，下同） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):指数代码 | trade_date(类型:str):交易日期 | open(类型:float):开盘点位 | low(类型:float):最低点位 | high(类型:float):最高点位 | close(类型:float):收盘点位 | pre_close(类型:float):昨日收盘点位 | change(类型:float):涨跌点位 | pct_change(类型:float):涨跌幅 | vol(类型:float):成交量（万股） | amount(类型:float):成交额（万元）,否,是,否,否,否,否,否,,分类由标题/API名推断
